"state","account.length","international.plan","voice.mail.plan","number.vmail.messages","total.day.calls","total.day.charge","total.eve.calls","total.eve.charge","total.night.calls","total.night.charge","total.intl.calls","total.intl.charge","number.customer.service.calls","Churn"
"34",41,"1","1",0,89,30.96,104,17.98,124,9.33,1,1.84,1,"1"
"2",132,"1","1",0,85,37.81,76,14.06,97,9.38,4,3.02,0,"1"
"17",47,"2","1",0,120,8.13,123,15.21,96,6.87,7,3.59,0,"2"
"29",160,"1","1",0,97,20.71,97,7.59,92,6.78,5,2.78,1,"1"
"37",180,"1","1",0,121,24.4,111,16.09,82,7.87,5,2.38,3,"1"
"45",93,"1","1",0,68,28.03,86,17.88,104,10.32,4,2.11,2,"1"
"36",109,"1","1",0,58,32.91,115,12.64,105,12.71,1,3.54,2,"1"
"51",80,"1","1",0,121,17.19,110,22.37,74,6.2,5,1.97,0,"1"
"33",54,"1","2",24,88,15.69,98,16.41,119,4.47,3,3.13,2,"1"
"2",121,"1","1",0,128,28.71,99,10.53,105,11.98,7,0.78,2,"1"
"8",157,"1","2",29,102,37.26,109,17.51,117,8.66,5,4.05,1,"1"
"14",170,"1","2",37,130,30.28,103,20.64,93,10.93,4,3.51,0,"1"
"3",138,"1","1",0,101,24.91,142,24.18,98,7.92,6,3.78,3,"1"
"14",92,"1","2",31,116,29.29,91,22.63,90,10.27,5,3.19,1,"1"
"44",126,"1","1",0,143,32.45,72,12.72,87,8.61,3,3.51,1,"1"
"33",41,"1","1",0,74,39.46,88,27.8,119,10.19,2,2.94,3,"2"
"48",167,"1","1",0,124,28.76,108,14.73,64,9.74,4,3.35,4,"2"
"45",91,"1","1",0,107,21.05,125,27.12,78,10.69,4,1.97,2,"1"
"40",127,"1","1",0,117,16.32,68,15.05,127,7.3,4,2.62,3,"1"
"28",88,"1","2",27,106,15.88,92,21.42,104,8.5,1,2.94,1,"1"
"40",113,"1","1",0,130,15.4,100,14.5,74,6.18,9,1.46,1,"1"
"35",78,"1","1",0,81,25.99,82,21.81,112,7.81,6,1.43,2,"1"
"44",123,"1","1",0,92,43.84,71,17.99,104,8.52,2,2.54,2,"1"
"9",136,"2","2",29,98,14.48,85,19.58,104,10.96,3,2.43,2,"1"
"26",68,"1","2",34,72,27.2,119,15.68,101,9.37,10,1.65,1,"1"
"36",132,"1","2",10,54,31.09,68,24.85,116,6.4,4,3.11,0,"1"
"19",133,"1","1",0,67,36.75,133,18.89,95,8.64,1,0.84,2,"1"
"10",127,"1","1",0,105,44.49,107,15.45,131,4.54,5,0.89,0,"1"
"48",110,"1","1",0,105,41,85,14.82,59,11.04,4,2.3,2,"1"
"50",121,"1","1",0,142,30.12,88,10.5,51,9.59,6,2.27,1,"1"
"35",116,"1","1",0,128,15.22,137,15.37,94,8.69,3,3.78,2,"1"
"30",112,"2","2",16,72,34.05,91,16.81,92,6.8,3,2.81,1,"1"
"39",97,"2","1",0,103,24.65,93,25.02,120,10.79,2,2.97,4,"2"
"26",43,"1","1",0,99,27.12,149,10.17,126,7.83,3,1.84,2,"1"
"16",110,"1","1",0,106,25.81,126,11.73,112,10.51,8,3.02,3,"1"
"46",67,"1","1",0,120,29.95,138,20.06,104,6.86,4,2.86,1,"1"
"24",166,"1","1",0,95,25.86,105,10.29,126,8.91,5,2.65,0,"1"
"9",129,"1","1",0,122,27.42,95,18.75,104,10.11,3,2.59,1,"1"
"38",103,"2","1",0,78,29.19,86,12.28,106,7.11,3,1.84,3,"1"
"45",71,"1","1",0,110,47.41,67,16.17,84,11.48,7,3.16,0,"2"
"7",112,"1","2",27,121,36.21,101,19.23,99,8.54,3,3,4,"1"
"2",8,"1","2",36,67,41.29,59,14.53,130,7.98,12,1.3,1,"1"
"44",98,"1","1",0,121,36.92,73,25.79,71,8.87,2,3.35,0,"2"
"7",90,"1","1",0,111,29.9,115,24.24,122,6.79,7,3.51,1,"1"
"26",13,"1","1",0,133,51.54,86,14.49,80,10.24,3,3.11,0,"2"
"3",58,"1","1",0,107,40.61,88,15.91,84,8.15,3,3.19,2,"1"
"5",137,"1","2",22,42,32.23,137,15.22,126,8.08,5,3.08,2,"1"
"23",116,"1","1",0,94,22.66,126,21.06,78,9.86,5,3.05,5,"2"
"50",94,"1","2",28,107,15.76,86,10.86,86,10.15,4,2.67,3,"1"
"9",87,"1","1",0,72,30.12,105,21.16,87,9.04,7,2.32,3,"1"
"10",120,"1","1",0,103,31.37,86,17.77,70,7.64,6,2.75,2,"1"
"1",97,"1","2",24,109,29.94,81,13.55,94,12.11,9,3.27,0,"1"
"14",134,"1","1",0,108,34.8,105,12.16,84,7.46,4,2.97,6,"1"
"36",68,"1","1",0,80,24.41,65,11.42,84,9.7,5,4.19,2,"1"
"31",93,"1","1",0,93,30.48,65,16.05,88,11.39,5,3.27,1,"1"
"20",120,"1","1",0,100,23.34,129,18.04,92,6.87,2,2.84,1,"1"
"41",41,"1","1",0,92,40.43,155,19,90,9.78,6,2.75,2,"1"
"38",80,"1","1",0,92,34.63,97,18.39,66,6.94,5,2.05,2,"1"
"36",83,"1","2",25,95,32.52,136,21.31,86,11.22,5,4.75,2,"1"
"28",109,"2","1",0,141,35.55,93,17.43,111,5.37,3,2.11,2,"1"
"18",66,"1","2",33,104,15.1,94,9.32,107,7.77,9,1.92,3,"1"
"14",104,"1","1",0,88,16.52,85,13.23,105,11.77,5,3.35,0,"1"
"48",89,"1","1",0,96,23.44,63,16.37,125,11.51,5,2.97,1,"1"
"50",127,"1","1",0,112,38.13,103,15.78,83,7.17,1,2.7,2,"1"
"40",117,"1","2",13,65,35.29,77,12.98,95,10.48,3,2.62,1,"1"
"17",128,"1","1",0,95,45.58,126,10.24,121,9.94,6,3.89,2,"1"
"34",88,"1","1",0,61,28.34,88,15.24,131,10.92,7,1.84,4,"2"
"30",61,"1","1",0,104,45.41,131,15.33,106,10.38,4,4.67,1,"2"
"10",22,"1","1",0,108,30.91,148,16.88,96,9.3,3,2.51,2,"1"
"51",78,"1","1",0,80,25.01,100,16.97,106,7.23,7,3.7,0,"1"
"48",56,"1","2",29,115,6.41,111,12.25,101,10.2,3,1.32,1,"1"
"6",192,"1","1",0,88,31.45,98,19.12,105,9.56,3,3.08,2,"1"
"49",70,"1","1",0,108,26.59,116,14.54,96,8.82,4,2.32,2,"1"
"17",148,"1","1",0,84,40.68,85,16.63,104,10.47,3,2.94,1,"1"
"40",65,"1","2",29,129,36.64,77,13.76,91,5.77,5,2.38,2,"1"
"27",119,"1","1",0,70,22.93,74,17.98,105,8.48,6,3.05,1,"1"
"6",80,"1","1",0,116,33.12,93,17.84,100,8.73,3,3.46,0,"1"
"7",152,"1","2",20,105,40.65,111,17.77,130,12.07,3,3.59,5,"1"
"10",113,"1","1",0,85,15.74,92,15.1,72,7.19,4,3.89,3,"1"
"47",75,"1","1",0,133,35.6,121,17.98,123,13.1,4,1.94,1,"1"
"36",80,"1","1",0,83,33.59,86,13.98,98,4.23,6,1.73,1,"1"
"31",148,"1","1",0,121,2.99,125,13.74,82,9.14,6,2.86,1,"1"
"40",63,"2","1",0,112,10.69,111,17.25,58,11.66,8,2.4,1,"1"
"10",97,"1","2",28,97,34.39,84,5.88,64,11.59,3,1.81,1,"1"
"21",166,"1","1",0,116,23.14,93,15.42,108,5.91,4,3.05,0,"1"
"51",94,"1","1",0,109,35.19,80,14.23,117,10.72,6,0.7,1,"1"
"10",85,"1","2",33,95,35.34,88,19.85,92,9.96,3,3.65,1,"1"
"43",80,"2","1",0,122,47.01,79,16.63,78,9.46,3,1.94,1,"2"
"28",210,"1","2",31,87,53.35,103,12.55,97,8.67,7,2.73,3,"1"
"16",88,"2","2",25,114,49.05,74,17.29,117,10.28,5,3.51,1,"1"
"13",100,"1","1",0,85,35.85,69,27.99,78,5.72,5,2.54,4,"1"
"50",154,"1","2",35,76,11.03,91,15.65,75,6.82,1,3.94,1,"1"
"45",32,"1","2",26,137,41.4,108,20.13,149,7.8,9,2.43,1,"1"
"11",18,"1","1",0,97,33.49,107,17.31,105,9.09,3,2.35,3,"1"
"1",126,"1","2",31,88,47.26,65,21.52,114,10.04,4,2.35,0,"1"
"45",144,"1","2",37,102,37.38,77,18.88,111,5.33,4,2.7,1,"1"
"26",29,"1","1",0,103,53.24,151,18.39,106,9.83,4,3.46,2,"2"
"3",86,"1","2",16,88,24.77,129,16.24,82,9.7,7,3.05,0,"1"
"1",138,"1","2",37,102,12.89,147,14.76,96,7.32,13,2.21,0,"1"
"1",146,"1","1",0,86,33.3,82,19.43,94,13.66,4,3.29,3,"1"
"22",175,"1","1",0,95,22.44,74,19.65,108,14.1,10,2.35,1,"1"
"50",74,"1","1",0,102,21.08,101,22.28,98,12.07,2,3.16,2,"1"
"7",48,"1","1",0,98,29.22,127,13.52,101,6.28,3,2.05,2,"1"
"11",74,"1","2",31,70,42.4,59,17.81,75,8.13,2,2.67,4,"1"
"34",105,"2","1",0,100,38.83,108,12.33,140,11.04,7,2.08,0,"1"
"47",157,"1","1",0,71,28.66,48,17.43,88,7.91,2,1.59,3,"1"
"8",217,"1","1",0,138,21.03,105,21.12,78,12.13,4,3.59,0,"1"
"43",68,"1","1",0,61,30.38,84,21.45,76,11.51,4,2.27,1,"1"
"38",80,"1","1",0,86,19.24,97,15.77,145,10.68,5,2.57,1,"1"
"26",38,"1","2",25,106,24.21,109,26.66,117,5.7,6,3.62,2,"1"
"28",107,"1","2",38,57,34.71,92,17.5,80,12.89,4,2.24,0,"1"
"6",140,"1","1",0,71,25.45,97,18.06,67,11.07,4,3.4,3,"1"
"3",98,"1","1",0,116,38.61,103,10.24,102,5.27,4,1.27,5,"2"
"39",114,"1","1",0,75,26.4,87,14.44,133,9.32,5,3.4,2,"1"
"24",46,"1","1",0,105,26.59,98,15.77,96,10.2,3,3.19,1,"1"
"33",118,"1","2",42,105,25.28,105,14.22,105,12.18,7,2.81,0,"1"
"45",37,"1","1",0,112,46.19,96,13.18,97,8.98,4,1.78,3,"1"
"30",34,"1","1",0,74,32.93,84,10.79,166,9.95,4,2.38,0,"1"
"26",98,"2","2",23,54,41.74,83,24.88,90,8.28,7,2.92,1,"1"
"34",113,"1","1",0,108,41.7,140,22.09,115,9.19,2,2.89,3,"2"
"38",69,"1","1",0,87,33.34,66,20.13,75,8.2,1,3.21,0,"1"
"46",121,"1","1",0,112,22.8,104,16.58,139,7.18,2,2.84,2,"1"
"32",59,"2","2",31,78,38.25,79,16.26,79,10.2,3,2.46,1,"1"
"50",59,"1","1",0,100,32.25,133,9.85,115,9.93,4,2,0,"1"
"38",190,"1","1",0,96,24.29,96,15.12,117,5.1,4,1.78,0,"1"
"18",109,"1","1",0,80,29.85,94,20.23,103,8.93,6,2.75,1,"1"
"25",136,"1","1",0,109,15.71,115,18.62,80,9.57,4,3.48,2,"1"
"44",86,"1","1",0,92,15.78,87,13.57,115,6.69,5,2.38,1,"1"
"24",100,"1","2",27,100,37.69,70,20.07,91,8.67,4,2.16,0,"1"
"10",106,"1","1",0,94,27.13,118,23.53,65,10.06,3,2.38,0,"1"
"39",104,"1","1",0,107,24.57,85,15.34,94,10.17,6,4.59,2,"1"
"50",129,"1","1",0,100,27.05,90,17.21,96,10.49,6,3.11,2,"1"
"16",205,"1","1",0,123,8.48,81,12.81,67,8.47,4,2.73,2,"1"
"37",93,"1","2",32,120,19.87,97,19.75,112,5.75,9,2.97,0,"1"
"30",123,"1","1",0,98,25.5,95,7.63,91,14.67,3,3,3,"1"
"9",99,"1","1",0,120,43.25,92,13.54,94,11.9,5,1.62,1,"1"
"23",61,"1","2",33,53,46.02,116,17.06,102,9.08,3,2.94,3,"1"
"15",71,"1","1",0,112,35.19,96,14.77,61,8.03,3,3.27,1,"1"
"45",4,"2","1",0,89,24.7,93,25.82,82,9.27,4,2.4,0,"1"
"15",148,"1","2",25,102,39.22,109,19.87,90,9.71,2,3.65,3,"1"
"48",141,"1","1",0,104,25.76,114,20.59,109,13.69,2,2.92,1,"1"
"33",56,"1","1",0,57,24.84,97,16.68,110,13.95,3,2.48,0,"1"
"21",160,"1","1",0,111,43.52,61,15.93,81,5.36,4,3.11,3,"1"
"46",43,"1","2",35,105,34.03,88,20.77,97,9.32,4,3.13,3,"1"
"27",42,"1","1",0,52,25.62,96,20.97,118,4.67,4,1.89,2,"1"
"7",135,"2","1",0,107,31.62,94,5.61,105,9.59,4,3.48,1,"1"
"2",106,"1","1",0,110,36.19,69,15.9,71,5.76,3,1.7,3,"1"
"50",106,"1","1",0,133,33.12,73,18.14,92,8.59,7,3.11,0,"1"
"25",83,"1","2",30,105,46.33,83,21.51,123,8.14,6,2.35,3,"1"
"29",110,"1","1",0,109,22.97,99,17.44,119,7.48,4,3.16,1,"1"
"3",153,"1","1",0,56,26.28,84,22.36,89,16.55,2,4.19,1,"1"
"11",109,"1","2",35,116,39.19,130,22.59,69,12.14,6,2.86,5,"1"
"10",31,"1","1",0,84,28.12,107,17.31,65,9.08,1,2.21,1,"1"
"19",124,"1","1",0,120,24.36,111,19.61,91,9.64,2,2.11,4,"2"
"45",110,"1","1",0,108,46.09,122,20.15,122,10.8,5,2.65,2,"2"
"4",124,"1","1",0,104,43.1,123,10.02,104,11.18,2,3.78,0,"1"
"35",82,"1","1",0,77,28.41,79,11.2,98,8.43,1,2.54,6,"2"
"18",122,"1","1",0,96,28.61,91,7.45,87,11.12,6,2.27,1,"1"
"2",137,"1","1",0,115,17.8,144,21.23,99,8.65,2,2.4,1,"1"
"16",69,"1","1",0,101,23.02,124,20.24,102,8.8,2,2.86,1,"1"
"16",46,"1","2",34,102,32.54,96,30.75,132,6.64,2,1.94,1,"1"
"10",103,"1","1",0,90,26.98,117,16.86,76,8.15,4,2.84,1,"1"
"33",16,"1","1",0,84,24.62,141,14.02,75,10.42,4,2.21,2,"1"
"2",119,"1","1",0,97,16.8,68,12.49,105,8.58,4,2.7,3,"1"
"24",124,"2","1",0,71,26.83,114,17.27,82,7.59,2,2.7,3,"2"
"35",122,"1","2",37,107,27.71,118,26.59,85,9,5,3.13,1,"1"
"21",139,"1","1",0,119,30.87,118,28.53,64,6.74,6,2.24,4,"1"
"17",67,"1","1",0,78,21.93,116,15.98,102,10.58,3,3.02,2,"1"
"50",84,"1","1",0,83,14.62,86,22.16,109,4.44,4,2.4,1,"1"
"14",101,"1","2",17,71,32.96,81,16.13,97,8.83,7,3.4,0,"1"
"19",40,"1","1",0,107,18.6,102,20.8,123,12.46,7,1.92,0,"1"
"23",61,"1","1",0,105,32.11,116,13.06,106,9.6,2,2.75,2,"1"
"43",120,"2","1",0,72,30.58,98,14.45,89,8.58,2,3.73,1,"2"
"5",95,"1","1",0,98,31.18,95,23.91,113,4.73,8,2.21,1,"1"
"10",98,"1","1",0,101,48.98,93,11.72,88,9.29,0,0,0,"1"
"19",114,"1","1",0,96,28.76,83,12.74,119,8.86,4,1.24,2,"1"
"15",68,"2","2",29,113,33.24,96,14.59,85,9.18,9,3.65,1,"2"
"2",149,"1","2",20,102,44.95,123,18.67,89,9.02,3,3.05,2,"1"
"7",22,"1","1",0,116,35.31,99,17.9,88,10.72,5,2.59,0,"1"
"39",176,"1","1",0,151,28.82,84,9.6,99,2.55,4,2.35,0,"1"
"44",152,"1","1",0,102,24.06,94,22.36,113,9.32,4,0.92,2,"1"
"46",118,"1","1",0,71,26.32,73,20.74,81,7.18,4,3.46,0,"1"
"25",101,"2","1",0,51,22.7,96,18.67,74,9.45,4,3.16,1,"1"
"27",102,"1","1",0,85,46.44,82,17.94,129,9.17,7,3.54,2,"2"
"29",118,"1","1",0,94,38.18,120,19.2,105,12.11,8,3.38,2,"1"
"10",105,"1","1",0,97,46.55,106,24.62,126,12.11,3,1.57,2,"2"
"49",153,"1","1",0,103,27.12,90,23.42,126,7.95,2,2.73,1,"2"
"18",71,"1","1",0,92,17.68,125,16.75,123,4.95,8,3.94,0,"1"
"21",71,"1","2",31,90,19.62,78,18.48,102,10.8,4,3.54,1,"1"
"16",68,"1","1",0,107,37.76,102,16.95,107,7.31,3,2.54,2,"1"
"20",66,"1","1",0,98,19.79,74,8.13,94,8.17,3,2.84,3,"1"
"29",101,"1","1",0,118,37.01,128,19.69,128,8.34,0,0,3,"1"
"47",116,"1","1",0,84,22,89,13.37,77,9.7,3,3.59,0,"1"
"7",54,"1","2",33,73,27.51,58,23.21,76,6.93,4,3.7,0,"1"
"46",112,"1","2",29,122,33.8,114,20.28,69,13.03,5,3.11,1,"1"
"26",122,"1","2",45,85,25.13,93,12.53,110,9.16,5,3.78,1,"1"
"1",74,"1","1",0,114,44.59,96,16.91,90,7.47,5,1.78,3,"1"
"51",90,"1","1",0,83,41.89,88,13.63,99,7.69,7,2.05,1,"1"
"35",112,"1","1",0,123,29.63,124,11.92,89,9.69,6,2.43,4,"2"
"28",85,"1","1",0,111,31.18,98,14.35,97,8.99,4,2.67,4,"1"
"15",100,"1","1",0,95,32.62,101,17.08,74,12.24,3,4.91,1,"1"
"36",114,"1","1",0,109,31.93,97,13.14,102,9.63,3,2.73,2,"1"
"40",83,"1","1",0,106,44.15,116,12.98,92,10.11,2,2.75,0,"1"
"51",157,"2","1",0,123,30.67,98,16.49,88,10.23,5,2.27,0,"1"
"38",51,"1","1",0,107,8.81,104,19.57,118,10.24,4,2.81,2,"1"
"34",42,"1","1",0,106,51.66,54,19.74,76,6.62,3,1.57,1,"2"
"29",101,"1","2",36,125,21.03,106,14.67,127,12.62,4,2.38,1,"2"
"38",112,"1","1",0,122,35.05,94,13.98,101,6.31,7,3.4,3,"1"
"29",56,"1","1",0,92,27.93,107,19.86,104,8.43,1,3.19,2,"1"
"32",53,"1","1",0,117,38.86,123,11.29,124,10.22,2,2.73,9,"2"
"50",64,"1","2",22,80,34.07,84,11.14,67,10.38,5,2.05,1,"1"
"46",123,"1","1",0,107,26.23,111,15.56,134,2.43,8,2.94,0,"1"
"14",68,"1","2",30,93,20.89,91,19.85,144,8.98,2,2.59,2,"1"
"7",40,"2","1",0,100,37.54,106,22.58,94,9.58,3,1.73,0,"1"
"33",132,"1","1",0,78,36.48,98,21.39,88,10.84,2,3.75,0,"1"
"7",120,"2","1",0,123,34.34,78,15.67,89,7.92,2,2,2,"2"
"23",108,"1","2",32,108,35.62,64,9.32,145,8.54,6,2.46,6,"2"
"41",161,"1","1",0,141,50.64,107,20.24,93,10.82,5,2.4,1,"2"
"41",130,"1","1",0,102,36.18,137,16.13,105,7.65,4,2.86,0,"2"
"35",122,"1","1",0,102,24.75,111,24.2,91,10.27,5,3.29,0,"1"
"27",130,"1","2",19,87,25.99,99,18.12,114,9.24,6,2.92,2,"1"
"51",90,"1","1",0,158,21.32,83,22.87,103,10.74,7,2.97,1,"1"
"30",139,"1","2",25,96,23.51,79,6.85,83,7.37,8,2.24,0,"1"
"16",57,"1","1",0,157,32.18,70,14.87,117,9.99,5,3.02,3,"1"
"6",128,"1","1",0,86,33.88,102,16.56,82,13.42,2,3.86,4,"1"
"51",127,"2","1",0,99,42.08,118,9.22,72,10.44,3,2.86,2,"1"
"21",107,"1","1",0,71,50.13,78,16.39,87,6.66,5,3.56,1,"2"
"37",177,"1","1",0,99,29.82,83,13.2,86,8.07,3,3.11,1,"1"
"42",121,"1","1",0,70,30.5,93,12.16,113,5.23,5,3.02,1,"1"
"41",99,"2","2",39,94,21.56,115,24.96,91,7.83,4,2.27,0,"1"
"35",126,"2","1",0,87,40.75,92,23.94,113,8.26,1,3.08,1,"2"
"35",77,"1","2",33,101,24.31,102,18.04,120,4.72,4,4.13,5,"2"
"50",21,"1","1",0,109,15.62,111,16.86,125,7.73,7,3.51,2,"1"
"48",56,"1","1",0,80,35.77,96,15.01,56,6.74,4,4.19,1,"1"
"14",92,"1","2",29,130,34.22,115,17.31,113,5.85,6,1.73,1,"2"
"24",81,"1","1",0,59,24.75,131,24.47,121,8.18,4,2.48,2,"1"
"44",139,"2","2",31,82,34.6,72,17.03,112,9.63,6,3.62,1,"2"
"4",68,"1","1",0,76,39.51,103,13.03,107,9.66,2,2.84,1,"1"
"9",183,"1","2",8,119,14.71,97,24.24,133,8.12,2,2.35,2,"1"
"6",90,"1","1",0,102,18.68,114,18.77,133,4.68,6,2.94,0,"1"
"49",165,"1","1",0,88,26.52,81,23.47,94,7.92,5,2.51,1,"1"
"49",89,"1","1",0,112,55.47,110,14.03,97,7.33,1,2.03,1,"2"
"32",59,"1","1",0,58,33.15,88,16.87,110,13.69,9,4,0,"1"
"15",16,"2","1",0,91,18.7,75,12.52,73,8.57,7,1.73,0,"1"
"8",114,"1","1",0,119,25.01,111,13.69,106,12.42,3,2.43,5,"2"
"13",113,"1","1",0,141,26.52,72,21.83,123,7.89,5,3.21,2,"1"
"11",120,"1","1",0,99,16.69,85,15.87,96,6.6,4,2.51,2,"1"
"1",115,"1","1",0,120,35.8,84,13.01,79,11.8,5,2.97,0,"1"
"5",37,"1","1",0,120,40.78,88,22.24,88,9.32,4,2.4,2,"2"
"24",100,"2","1",0,94,27.18,95,15.29,102,6.95,2,3.13,2,"2"
"6",132,"1","1",0,66,33.63,119,11.38,94,7.98,3,2.94,4,"2"
"18",38,"1","2",36,98,19.62,83,14.13,79,8.31,6,4.1,2,"1"
"41",1,"1","1",0,113,21.05,77,20.08,81,3.29,2,1,0,"1"
"27",97,"1","2",15,97,19.99,126,16.69,113,7.08,3,1.73,1,"1"
"18",55,"1","2",28,82,17.9,109,16.78,91,8.44,6,2.32,2,"1"
"50",75,"1","1",0,121,18.99,119,20.17,110,11.41,6,3.54,1,"1"
"14",83,"1","1",0,104,27.08,98,17.2,73,10.31,3,2.57,2,"1"
"24",40,"1","1",0,123,13.89,108,17.87,64,9.54,3,3.05,6,"2"
"20",101,"1","2",21,88,40.46,84,17.82,95,10.49,5,2.7,2,"1"
"21",120,"1","2",40,99,21.78,78,21.05,121,8.99,3,4.21,0,"1"
"42",183,"1","2",31,104,29.1,74,16.46,85,8.84,4,2.75,1,"1"
"39",75,"1","1",0,88,18.53,120,22.04,119,8.19,3,3.59,4,"2"
"18",80,"1","1",0,114,37.4,76,17.65,137,7.58,3,3.27,2,"1"
"14",88,"1","1",0,65,9.45,121,20.63,134,7.93,4,3.05,0,"1"
"35",112,"1","2",23,79,48.72,102,26.8,101,8.73,6,2.78,1,"1"
"33",63,"1","1",0,96,35.29,112,19.47,131,7.32,2,3.59,1,"1"
"5",105,"1","2",31,108,18.63,119,21.19,101,14.45,4,2.24,4,"2"
"14",92,"1","1",0,113,33.52,116,20.6,76,8.64,5,2.97,2,"1"
"51",177,"1","1",0,120,29.87,90,14.33,110,8.95,4,3.94,1,"1"
"33",118,"1","1",0,115,34.88,137,15.71,115,7.92,6,1.89,0,"1"
"12",111,"1","2",13,104,32.83,98,9.49,94,10.23,4,3.27,1,"1"
"14",82,"1","2",34,121,39.54,115,13.02,77,12.9,3,1.27,3,"1"
"28",74,"1","1",0,89,17.46,100,12.69,114,8.46,5,2.97,0,"1"
"44",121,"1","2",31,70,44.73,118,23.74,143,5.72,4,2.62,5,"1"
"11",131,"1","1",0,79,33.49,114,17.09,111,6.8,5,3.13,1,"1"
"2",125,"1","1",0,90,28.78,138,13.26,106,9.49,6,3.13,2,"1"
"22",19,"1","1",0,123,34.26,110,10.98,98,9.93,4,3.48,1,"1"
"46",138,"1","1",0,119,42.67,96,7.75,87,6.4,3,3.73,3,"1"
"14",119,"1","1",0,117,39.17,101,19.13,111,8.93,6,2.05,3,"1"
"35",137,"1","1",0,120,18.67,86,19.59,103,11.51,6,3.21,1,"1"
"28",182,"1","1",0,118,47.52,113,17.27,101,7.84,4,2.89,2,"2"
"36",135,"1","1",0,107,29.48,84,18.87,94,2.89,6,3.7,1,"1"
"12",134,"1","2",38,93,36.45,57,17.99,79,7.43,8,2.7,1,"1"
"8",45,"1","1",0,103,16.34,134,20.98,92,10.34,4,2.62,1,"1"
"43",129,"1","1",0,145,17.24,116,21.17,107,7.09,6,1.92,1,"1"
"47",142,"1","1",0,74,39.53,142,15.45,86,9.14,6,2.81,4,"1"
"21",130,"1","2",45,120,29.67,95,18.49,67,9.91,2,3.29,1,"1"
"19",163,"1","2",23,126,38.08,89,19.85,104,13.23,4,2.38,1,"1"
"12",105,"1","1",0,99,35.89,66,15.02,96,9.97,7,3.97,4,"1"
"10",119,"1","1",0,96,18.56,80,13.01,102,10.8,5,2.65,2,"1"
"51",78,"1","1",0,95,37.4,121,15.29,109,8.47,5,3.11,0,"1"
"30",92,"1","1",0,98,30.84,98,13.98,110,7.69,4,2.94,2,"1"
"51",146,"1","2",11,82,30.72,90,14.76,89,10.42,4,2.73,2,"1"
"38",125,"1","2",32,109,16.41,109,12.39,82,7.85,2,2.54,1,"1"
"16",88,"1","1",0,93,31.2,80,14.49,88,8.72,5,2.24,3,"1"
"21",83,"1","2",38,90,18.34,94,11.93,79,11.41,2,2.84,0,"1"
"43",3,"2","1",0,96,27.37,82,20.82,103,8.14,6,2.08,1,"1"
"50",152,"2","2",41,128,24.96,96,24.28,80,9.61,2,1.16,1,"2"
"48",48,"1","1",0,146,25.36,109,13.76,109,8.91,2,2.24,3,"1"
"26",189,"1","1",0,124,38.73,112,14.41,91,9.05,4,1.51,3,"1"
"36",95,"1","2",23,87,27.25,101,17.2,122,8.6,3,2,0,"1"
"16",129,"1","1",0,120,23.43,110,19.19,95,6.53,6,2.75,1,"2"
"6",66,"1","2",40,87,24.09,89,22.81,68,10.86,7,2.3,0,"1"
"44",80,"1","2",22,115,33.39,109,12.78,75,7.93,1,2.51,0,"1"
"1",1,"1","1",0,74,29.78,79,12.89,109,10.37,3,1.43,1,"1"
"50",84,"1","1",0,133,24.96,73,14.59,69,10.55,3,2.67,1,"1"
"20",96,"1","1",0,111,29.56,105,24.43,91,9.22,7,2.46,1,"1"
"43",123,"1","2",34,80,51.88,109,13.3,81,12.6,7,3.56,1,"1"
"14",116,"2","2",29,91,27.59,79,23.74,131,8.67,2,3.16,3,"2"
"9",105,"2","1",0,106,25.5,123,24.97,65,11.28,7,2.78,3,"1"
"46",80,"1","1",0,114,33.58,119,17.59,109,7.36,4,3.05,1,"1"
"27",157,"1","1",0,67,40.83,98,13.01,72,11.21,6,2.75,2,"1"
"14",67,"1","2",30,117,31.65,76,24.37,113,7.39,3,3.48,2,"1"
"16",141,"1","2",39,127,19.87,88,23.5,125,13.05,2,3.32,0,"1"
"21",79,"1","2",17,95,40.24,56,22.4,107,11.68,4,3.24,1,"1"
"26",76,"1","1",0,93,29.44,80,11.15,104,7.69,3,1.46,0,"1"
"48",111,"1","1",0,114,25.87,102,11.66,97,8.37,3,2.65,0,"1"
"36",94,"1","1",0,135,30.82,108,15.5,103,8.13,2,1.81,0,"1"
"40",143,"1","1",0,72,28.53,99,17.94,109,6.91,6,2.84,4,"2"
"3",109,"1","1",0,125,29.82,87,21.31,74,13.02,9,2.65,1,"1"
"4",138,"1","1",0,112,14.89,107,22.69,104,9.66,10,2.65,2,"1"
"41",73,"1","1",0,45,34.56,87,12.06,71,9.03,6,2.3,0,"1"
"18",21,"1","1",0,95,15.74,70,13.76,78,12.83,3,3.05,5,"2"
"2",148,"1","2",21,135,44.69,96,12.71,109,6.32,4,2.19,1,"1"
"30",103,"1","1",0,91,27.34,82,13.24,103,11.44,3,2.3,1,"1"
"27",143,"1","2",22,116,24.11,99,14.22,130,8.01,3,2.11,1,"1"
"24",79,"1","2",32,62,8.6,87,17.12,121,6.61,4,1.13,2,"1"
"34",89,"1","1",0,59,22.93,152,13.26,112,8.89,5,2.75,1,"1"
"5",120,"1","1",0,110,42.86,103,19.22,83,7,3,3.73,1,"1"
"45",121,"1","2",41,95,36.64,92,20.55,108,6.61,3,2.59,1,"1"
"15",101,"1","1",0,66,21.22,85,21.86,115,8.69,4,3.62,0,"1"
